,star_id,sobject_id,dr2_source_id,dr3_source_id,survey_name,field_id,flag_repeat,wg4_field,wg4_pipeline,flag_sp,teff,e_teff,irfm_teff,irfm_ebv,irfm_ebv_ref,logg,e_logg,fe_h,e_fe_h,flag_fe_h,fe_h_atmo,vmic,vbroad,e_vbroad,chi2_sp,alpha_fe,e_alpha_fe,nr_alpha_fe,flag_alpha_fe,flux_a_fe,chi_a_fe,li_fe,e_li_fe,nr_li_fe,flag_li_fe,c_fe,e_c_fe,nr_c_fe,flag_c_fe,o_fe,e_o_fe,nr_o_fe,flag_o_fe,na_fe,e_na_fe,nr_na_fe,flag_na_fe,mg_fe,e_mg_fe,nr_mg_fe,flag_mg_fe,al_fe,e_al_fe,nr_al_fe,flag_al_fe,si_fe,e_si_fe,nr_si_fe,flag_si_fe,k_fe,e_k_fe,nr_k_fe,flag_k_fe,ca_fe,e_ca_fe,nr_ca_fe,flag_ca_fe,sc_fe,e_sc_fe,nr_sc_fe,flag_sc_fe,sc2_fe,e_sc2_fe,nr_sc2_fe,flag_sc2_fe,ti_fe,e_ti_fe,nr_ti_fe,flag_ti_fe,ti2_fe,e_ti2_fe,nr_ti2_fe,flag_ti2_fe,v_fe,e_v_fe,nr_v_fe,flag_v_fe,cr_fe,e_cr_fe,nr_cr_fe,flag_cr_fe,cr2_fe,e_cr2_fe,nr_cr2_fe,flag_cr2_fe,mn_fe,e_mn_fe,nr_mn_fe,flag_mn_fe,co_fe,e_co_fe,nr_co_fe,flag_co_fe,ni_fe,e_ni_fe,nr_ni_fe,flag_ni_fe,cu_fe,e_cu_fe,nr_cu_fe,flag_cu_fe,zn_fe,e_zn_fe,nr_zn_fe,flag_zn_fe,rb_fe,e_rb_fe,nr_rb_fe,flag_rb_fe,sr_fe,e_sr_fe,nr_sr_fe,flag_sr_fe,y_fe,e_y_fe,nr_y_fe,flag_y_fe,zr_fe,e_zr_fe,nr_zr_fe,flag_zr_fe,mo_fe,e_mo_fe,nr_mo_fe,flag_mo_fe,ru_fe,e_ru_fe,nr_ru_fe,flag_ru_fe,ba_fe,e_ba_fe,nr_ba_fe,flag_ba_fe,la_fe,e_la_fe,nr_la_fe,flag_la_fe,ce_fe,e_ce_fe,nr_ce_fe,flag_ce_fe,nd_fe,e_nd_fe,nr_nd_fe,flag_nd_fe,sm_fe,e_sm_fe,nr_sm_fe,flag_sm_fe,eu_fe,e_eu_fe,nr_eu_fe,flag_eu_fe,ra_dr2,dec_dr2,parallax_dr2,parallax_error_dr2,r_est_dr2,r_lo_dr2,r_hi_dr2,r_len_dr2,rv_galah,e_rv_galah,rv_gaia_dr2,e_rv_gaia_dr2,red_flag,ebv,snr_c1_iraf,snr_c2_iraf,snr_c3_iraf,snr_c4_iraf,flag_guess,v_jk,j_m,j_msigcom,h_m,h_msigcom,ks_m,ks_msigcom,ph_qual_tmass,w2mpro,w2mpro_error,ph_qual_wise,a_ks,e_a_ks,bc_ks,ruwe_dr2,ra,dec
869,08511736+1146031,140209002702142,604911410242411136,604911410242411136,other,-1,0,10k_47,lbol,0,5964.934,79.88277149798596,6300.0,0.08,bay,4.2559276,0.1819996912068352,-0.039827347,0.06104094073758116,0,-0.024360143,1.2329589,7.460722,2.1886130853147256,0.97534937,0.07364841952188568,0.030493081282391653,157.0,0,0.6133084,2.1728516,1.3243362426757812,0.06969924792478964,1.0,0,-0.027853202819823508,0.10281296827963671,1.0,0,0.0009026336669926138,0.10248679951372616,1.0,0,0.040034236907959375,0.037621544297124596,1.0,0,0.08036222457885778,0.049590410158313517,1.0,0,-0.042575035095214986,0.05254562288549798,1.0,0,-0.012922019958495845,0.043136347237919176,1.0,0,-0.07495672225952177,0.0639356055926062,1.0,0,0.05937654495239286,0.05731388542049959,1.0,0,0.03218063354492173,0.03967612789459339,1.0,0,None,None,0,0,0.07807930105589363,0.05238490062062824,19.0,0,0.16154897689819325,0.08480292662190565,8.0,0,0.145104179382324,0.20302915573120117,1.0,0,0.09610569000244151,0.05474041550061737,1.0,0,None,None,0,0,0.0012368392944335227,0.0516507076918159,1.0,0,0.19228452682495156,0.11893511124149714,8.0,0,0.01799989132622682,0.06402865835190111,3.0,0,0.06928342819213906,0.05124540423258293,2.0,0,0.044662733724780225,0.0671267891940913,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.059217460206470104,0.09149537406325453,3.0,0,1.3497293853759764,0.1264995562512408,8.0,0,nan,nan,nan,32,nan,nan,nan,32,0.002744750976562571,0.06490561933589808,1.0,0,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.82229275631548,11.767553754303513,1.1155954544928404,0.028694503122534007,873.59156607747,852.077494877659,896.198368850539,407.283608565961,34.078608757354736,0.3980737490170494,nan,nan,0,0.0329672,37.793473138,57.9715417627,82.2198497802,67.164803886,0,13.964586,12.823,0.022,12.555,0.023,12.475,0.024,AAA,nan,nan,None,0.011868192,0.011868192,1.3722091,1.0440576169189624,132.8222911797527,11.767553359645758
870,08511736+1146031,140209002702142,604911410242411136,604911410242411136,other,-1,0,10k_47,lbol,0,5964.934,79.88277149798596,6300.0,0.08,bay,4.2559276,0.1819996912068352,-0.039827347,0.06104094073758116,0,-0.024360143,1.2329589,7.460722,2.1886130853147256,0.97534937,0.07364841952188568,0.030493081282391653,157.0,0,0.6133084,2.1728516,1.3243362426757812,0.06969924792478964,1.0,0,-0.027853202819823508,0.10281296827963671,1.0,0,0.0009026336669926138,0.10248679951372616,1.0,0,0.040034236907959375,0.037621544297124596,1.0,0,0.08036222457885778,0.049590410158313517,1.0,0,-0.042575035095214986,0.05254562288549798,1.0,0,-0.012922019958495845,0.043136347237919176,1.0,0,-0.07495672225952177,0.0639356055926062,1.0,0,0.05937654495239286,0.05731388542049959,1.0,0,0.03218063354492173,0.03967612789459339,1.0,0,None,None,0,0,0.07807930105589363,0.05238490062062824,19.0,0,0.16154897689819325,0.08480292662190565,8.0,0,0.145104179382324,0.20302915573120117,1.0,0,0.09610569000244151,0.05474041550061737,1.0,0,None,None,0,0,0.0012368392944335227,0.0516507076918159,1.0,0,0.19228452682495156,0.11893511124149714,8.0,0,0.01799989132622682,0.06402865835190111,3.0,0,0.06928342819213906,0.05124540423258293,2.0,0,0.044662733724780225,0.0671267891940913,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.059217460206470104,0.09149537406325453,3.0,0,1.3497293853759764,0.1264995562512408,8.0,0,nan,nan,nan,32,nan,nan,nan,32,0.002744750976562571,0.06490561933589808,1.0,0,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.82229275631548,11.767553754303513,1.1155954544928404,0.028694503122534007,873.59156607747,852.077494877659,896.198368850539,407.283608565961,34.078608757354736,0.3980737490170494,nan,nan,0,0.0329672,37.793473138,57.9715417627,82.2198497802,67.164803886,0,13.964586,12.823,0.022,12.555,0.023,12.475,0.024,AAA,nan,nan,None,0.011868192,0.011868192,1.3722091,1.0440576169189624,132.8222911797527,11.767553359645758
871,08510131+1141587,140209002702146,604910688687928576,604910688687928576,other,-1,0,10k_51,lbol,0,6055.0728,75.17965058147452,6201.0,0.05,bay,4.1053233,0.1819397011660166,-0.14127207,0.05552745102158397,0,-0.16624847,1.2787496,14.530296,2.1544496656349184,1.1437681,0.018165362675952652,0.01859065011642571,159.0,0,0.45468938,2.0413854,1.8308846473693847,0.052544250362212025,1.0,0,0.043065357208252664,0.07806327502800771,1.0,0,0.05055139541626019,0.0792758505772066,1.0,0,0.02951377868652383,0.028435124616319182,1.0,0,-0.012382125854491832,0.03750984471490984,1.0,0,0.03913053512573228,0.03874152225729662,1.0,0,-0.0060760688781735794,0.033393253605057564,1.0,0,0.03329484939575167,0.048659757788762845,1.0,0,0.0814459991455081,0.04338195920297819,1.0,0,0.04730161666870103,0.028623093101371844,1.0,0,None,None,0,0,0.031187731344557018,0.03640448847501191,19.0,0,-0.043389631855208714,0.04611842843941724,10.0,0,nan,nan,nan,32,-0.09077203750610341,0.039587710326686384,1.0,0,None,None,0,0,-0.026684837341308665,0.03733671622434785,1.0,0,nan,nan,nan,32,-0.004600982666016051,0.054676415685648766,2.0,0,-0.1365681266784664,0.038124483078718185,2.0,0,0.13967014004994263,0.04640914015952511,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.11453552830869743,0.06581848684991026,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.021354122161865163,0.04817626780663527,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.75541951003228,11.699664050659594,1.107660501849457,0.02607663353839369,879.697288948424,859.828897026661,900.487423956243,407.754269000391,41.87371428515625,0.4246880501724833,nan,nan,0,0.0284255,56.9217975752,80.0414753297,112.166917762,88.6366733014,0,13.555515,12.42,0.021,12.167,0.023,12.075,0.02,AAA,12.071,0.023,AABC,0.014687831909179935,0.029859705321590546,1.3197458,1.081769569204559,132.75541795747603,11.699663661408358
872,08510131+1141587,140209002702146,604910688687928576,604910688687928576,other,-1,0,10k_51,lbol,0,6055.0728,75.17965058147452,6201.0,0.05,bay,4.1053233,0.1819397011660166,-0.14127207,0.05552745102158397,0,-0.16624847,1.2787496,14.530296,2.1544496656349184,1.1437681,0.018165362675952652,0.01859065011642571,159.0,0,0.45468938,2.0413854,1.8308846473693847,0.052544250362212025,1.0,0,0.043065357208252664,0.07806327502800771,1.0,0,0.05055139541626019,0.0792758505772066,1.0,0,0.02951377868652383,0.028435124616319182,1.0,0,-0.012382125854491832,0.03750984471490984,1.0,0,0.03913053512573228,0.03874152225729662,1.0,0,-0.0060760688781735794,0.033393253605057564,1.0,0,0.03329484939575167,0.048659757788762845,1.0,0,0.0814459991455081,0.04338195920297819,1.0,0,0.04730161666870103,0.028623093101371844,1.0,0,None,None,0,0,0.031187731344557018,0.03640448847501191,19.0,0,-0.043389631855208714,0.04611842843941724,10.0,0,nan,nan,nan,32,-0.09077203750610341,0.039587710326686384,1.0,0,None,None,0,0,-0.026684837341308665,0.03733671622434785,1.0,0,nan,nan,nan,32,-0.004600982666016051,0.054676415685648766,2.0,0,-0.1365681266784664,0.038124483078718185,2.0,0,0.13967014004994263,0.04640914015952511,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.11453552830869743,0.06581848684991026,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.021354122161865163,0.04817626780663527,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.75541951003228,11.699664050659594,1.107660501849457,0.02607663353839369,879.697288948424,859.828897026661,900.487423956243,407.754269000391,41.87371428515625,0.4246880501724833,nan,nan,0,0.0284255,56.9217975752,80.0414753297,112.166917762,88.6366733014,0,13.555515,12.42,0.021,12.167,0.023,12.075,0.02,AAA,12.071,0.023,AABC,0.014687831909179935,0.029859705321590546,1.3197458,1.081769569204559,132.75541795747603,11.699663661408358
873,08510131+1141587,140209002702146,604910688687928576,604910688687928576,other,-1,0,10k_51,lbol,0,6055.0728,75.17965058147452,6201.0,0.05,bay,4.1053233,0.1819397011660166,-0.14127207,0.05552745102158397,0,-0.16624847,1.2787496,14.530296,2.1544496656349184,1.1437681,0.018165362675952652,0.01859065011642571,159.0,0,0.45468938,2.0413854,1.8308846473693847,0.052544250362212025,1.0,0,0.043065357208252664,0.07806327502800771,1.0,0,0.05055139541626019,0.0792758505772066,1.0,0,0.02951377868652383,0.028435124616319182,1.0,0,-0.012382125854491832,0.03750984471490984,1.0,0,0.03913053512573228,0.03874152225729662,1.0,0,-0.0060760688781735794,0.033393253605057564,1.0,0,0.03329484939575167,0.048659757788762845,1.0,0,0.0814459991455081,0.04338195920297819,1.0,0,0.04730161666870103,0.028623093101371844,1.0,0,None,None,0,0,0.031187731344557018,0.03640448847501191,19.0,0,-0.043389631855208714,0.04611842843941724,10.0,0,nan,nan,nan,32,-0.09077203750610341,0.039587710326686384,1.0,0,None,None,0,0,-0.026684837341308665,0.03733671622434785,1.0,0,nan,nan,nan,32,-0.004600982666016051,0.054676415685648766,2.0,0,-0.1365681266784664,0.038124483078718185,2.0,0,0.13967014004994263,0.04640914015952511,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.11453552830869743,0.06581848684991026,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.021354122161865163,0.04817626780663527,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.75541951003228,11.699664050659594,1.107660501849457,0.02607663353839369,879.697288948424,859.828897026661,900.487423956243,407.754269000391,41.87371428515625,0.4246880501724833,nan,nan,0,0.0284255,56.9217975752,80.0414753297,112.166917762,88.6366733014,0,13.555515,12.42,0.021,12.167,0.023,12.075,0.02,AAA,12.071,0.023,AABC,0.014687831909179935,0.029859705321590546,1.3197458,1.081769569204559,132.75541795747603,11.699663661408358
874,08505923+1146129,140209002702162,604914536978619520,604914536978619520,other,-1,0,10k_47,lbol,0,5820.299,75.17833531227133,6021.0,0.05,bay,4.066372,0.18178967717654124,-0.22184229,0.05683848820749811,0,-0.24781722,1.1730664,30.03439,2.2312051156397046,4.444491,0.048551641780765285,0.020297563433836235,135.0,0,0.34426987,11.989958,1.283655834197998,0.049741962414843674,1.0,0,nan,nan,nan,32,0.22104452133178754,0.07598880650194935,1.0,0,0.11714452743530313,0.027410941960582778,1.0,0,0.020527267456055043,0.03786969929933548,1.0,0,0.0037520790100096235,0.03689136728644371,1.0,0,0.09256580352783228,0.032230403391000695,1.0,0,-0.2943065834045413,0.04677091886093418,1.0,0,-0.024563007354736044,0.041451009353018375,1.0,0,0.037005748748779155,0.031886518001556396,1.0,0,None,None,0,0,0.1550070762634279,0.0734652727842331,16.0,0,nan,nan,nan,32,nan,nan,nan,32,0.02828609466552745,0.0472935326397419,1.0,0,None,None,0,0,-0.011594848632812571,0.035816032866165956,1.0,0,nan,nan,nan,32,nan,nan,nan,32,0.17425817489624063,0.0353555042942739,2.0,0,-0.18675522356410684,0.05642008372805845,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.15534221010560653,0.07849441858242585,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.1163763236999511,0.04610174986466636,1.0,0,nan,nan,4.0,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.7467508628855,11.770265990604527,1.204832458913528,0.02824874154352912,810.487631216141,792.215344757864,829.60609680778,407.555665750241,35.609479605102536,0.6046888727625125,nan,nan,0,0.0,61.26820437,84.7434854553,119.44633701,97.5115165724,0,13.390411,12.271,0.022,11.998,0.02,11.934,0.021,AAA,11.986,0.022,AAUU,0.0,0.027294102064079714,1.4418693,1.0414115224419656,132.74674931693474,11.770265596908839
875,08505923+1146129,140209002702162,604914536978619520,604914536978619520,other,-1,0,10k_47,lbol,0,5820.299,75.17833531227133,6021.0,0.05,bay,4.066372,0.18178967717654124,-0.22184229,0.05683848820749811,0,-0.24781722,1.1730664,30.03439,2.2312051156397046,4.444491,0.048551641780765285,0.020297563433836235,135.0,0,0.34426987,11.989958,1.283655834197998,0.049741962414843674,1.0,0,nan,nan,nan,32,0.22104452133178754,0.07598880650194935,1.0,0,0.11714452743530313,0.027410941960582778,1.0,0,0.020527267456055043,0.03786969929933548,1.0,0,0.0037520790100096235,0.03689136728644371,1.0,0,0.09256580352783228,0.032230403391000695,1.0,0,-0.2943065834045413,0.04677091886093418,1.0,0,-0.024563007354736044,0.041451009353018375,1.0,0,0.037005748748779155,0.031886518001556396,1.0,0,None,None,0,0,0.1550070762634279,0.0734652727842331,16.0,0,nan,nan,nan,32,nan,nan,nan,32,0.02828609466552745,0.0472935326397419,1.0,0,None,None,0,0,-0.011594848632812571,0.035816032866165956,1.0,0,nan,nan,nan,32,nan,nan,nan,32,0.17425817489624063,0.0353555042942739,2.0,0,-0.18675522356410684,0.05642008372805845,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.15534221010560653,0.07849441858242585,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.1163763236999511,0.04610174986466636,1.0,0,nan,nan,4.0,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.7467508628855,11.770265990604527,1.204832458913528,0.02824874154352912,810.487631216141,792.215344757864,829.60609680778,407.555665750241,35.609479605102536,0.6046888727625125,nan,nan,0,0.0,61.26820437,84.7434854553,119.44633701,97.5115165724,0,13.390411,12.271,0.022,11.998,0.02,11.934,0.021,AAA,11.986,0.022,AAUU,0.0,0.027294102064079714,1.4418693,1.0414115224419656,132.74674931693474,11.770265596908839
876,08505923+1146129,140209002702162,604914536978619520,604914536978619520,other,-1,0,10k_47,lbol,0,5820.299,75.17833531227133,6021.0,0.05,bay,4.066372,0.18178967717654124,-0.22184229,0.05683848820749811,0,-0.24781722,1.1730664,30.03439,2.2312051156397046,4.444491,0.048551641780765285,0.020297563433836235,135.0,0,0.34426987,11.989958,1.283655834197998,0.049741962414843674,1.0,0,nan,nan,nan,32,0.22104452133178754,0.07598880650194935,1.0,0,0.11714452743530313,0.027410941960582778,1.0,0,0.020527267456055043,0.03786969929933548,1.0,0,0.0037520790100096235,0.03689136728644371,1.0,0,0.09256580352783228,0.032230403391000695,1.0,0,-0.2943065834045413,0.04677091886093418,1.0,0,-0.024563007354736044,0.041451009353018375,1.0,0,0.037005748748779155,0.031886518001556396,1.0,0,None,None,0,0,0.1550070762634279,0.0734652727842331,16.0,0,nan,nan,nan,32,nan,nan,nan,32,0.02828609466552745,0.0472935326397419,1.0,0,None,None,0,0,-0.011594848632812571,0.035816032866165956,1.0,0,nan,nan,nan,32,nan,nan,nan,32,0.17425817489624063,0.0353555042942739,2.0,0,-0.18675522356410684,0.05642008372805845,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.15534221010560653,0.07849441858242585,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.1163763236999511,0.04610174986466636,1.0,0,nan,nan,4.0,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.7467508628855,11.770265990604527,1.204832458913528,0.02824874154352912,810.487631216141,792.215344757864,829.60609680778,407.555665750241,35.609479605102536,0.6046888727625125,nan,nan,0,0.0,61.26820437,84.7434854553,119.44633701,97.5115165724,0,13.390411,12.271,0.022,11.998,0.02,11.934,0.021,AAA,11.986,0.022,AAUU,0.0,0.027294102064079714,1.4418693,1.0414115224419656,132.74674931693474,11.770265596908839
877,08505344+1144346,140209002702167,604913952863074688,604913952863074688,other,-1,0,10k_41,lbol,0,5794.2725,75.73051025221083,5952.0,0.05,bay,4.0880275,0.17925399972024866,-0.0048923492,0.05255482909126749,0,-0.017311074,1.1640658,8.434818,2.132967998225064,1.3734938,0.02570270630333337,0.01934870142869377,63.0,0,0.6238973,2.6602998,0.5944301605224609,0.06626804918050766,1.0,0,0.02890472412109446,0.08199914163642356,1.0,0,-0.053932685852050355,0.08253664125286495,1.0,0,0.014222564697266016,0.0295256670641513,1.0,0,0.0581492424011234,0.03880503687625061,1.0,0,-0.04313865661621108,0.040682101850152814,1.0,0,-0.022912235260009517,0.03460709009891717,1.0,0,-0.08951551437377958,0.050611004705374336,1.0,0,-0.012320690155029013,0.045309977710457285,1.0,0,-0.11872688293457045,0.03007430097074982,1.0,0,None,None,0,0,0.035721353067456496,0.034245278778978,23.0,0,-0.11882221221923839,0.06332595502053656,8.0,0,-0.08254068284582806,0.06986369637526847,3.0,0,-0.09933889389038075,0.04153801694548145,1.0,0,None,None,0,0,-0.01372774124145515,0.03897864147772748,1.0,0,0.20826906204223672,0.09077168486196613,8.0,0,0.017552075556099275,0.04487155473250224,3.0,0,-0.033362844051206875,0.03350082508465947,3.0,0,0.02702931658641955,0.04899183478818994,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.1632029273858202,0.06903003252836892,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.15706054687499993,0.05031751109310807,1.0,0,0.1644682693481445,0.1109826080394986,1.0,0,-0.11615623474121106,0.1118929386138916,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.72263259751833,11.742953067623844,1.128449093396626,0.02605111764342524,863.916883693753,844.764864040083,883.940319477881,407.734346256181,34.64863888470459,0.3521102571073285,nan,nan,0,0.0,54.3315503172,75.9401747412,107.793217755,86.4412356534,0,13.524418,12.403,0.023,12.102,0.022,12.065,0.02,AAA,12.081,0.022,AACU,0.0,0.02856145694677443,1.4624625,1.0718599258297512,132.72263104008843,11.742952668429583
878,08505344+1144346,140209002702167,604913952863074688,604913952863074688,other,-1,0,10k_41,lbol,0,5794.2725,75.73051025221083,5952.0,0.05,bay,4.0880275,0.17925399972024866,-0.0048923492,0.05255482909126749,0,-0.017311074,1.1640658,8.434818,2.132967998225064,1.3734938,0.02570270630333337,0.01934870142869377,63.0,0,0.6238973,2.6602998,0.5944301605224609,0.06626804918050766,1.0,0,0.02890472412109446,0.08199914163642356,1.0,0,-0.053932685852050355,0.08253664125286495,1.0,0,0.014222564697266016,0.0295256670641513,1.0,0,0.0581492424011234,0.03880503687625061,1.0,0,-0.04313865661621108,0.040682101850152814,1.0,0,-0.022912235260009517,0.03460709009891717,1.0,0,-0.08951551437377958,0.050611004705374336,1.0,0,-0.012320690155029013,0.045309977710457285,1.0,0,-0.11872688293457045,0.03007430097074982,1.0,0,None,None,0,0,0.035721353067456496,0.034245278778978,23.0,0,-0.11882221221923839,0.06332595502053656,8.0,0,-0.08254068284582806,0.06986369637526847,3.0,0,-0.09933889389038075,0.04153801694548145,1.0,0,None,None,0,0,-0.01372774124145515,0.03897864147772748,1.0,0,0.20826906204223672,0.09077168486196613,8.0,0,0.017552075556099275,0.04487155473250224,3.0,0,-0.033362844051206875,0.03350082508465947,3.0,0,0.02702931658641955,0.04899183478818994,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.1632029273858202,0.06903003252836892,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.15706054687499993,0.05031751109310807,1.0,0,0.1644682693481445,0.1109826080394986,1.0,0,-0.11615623474121106,0.1118929386138916,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.72263259751833,11.742953067623844,1.128449093396626,0.02605111764342524,863.916883693753,844.764864040083,883.940319477881,407.734346256181,34.64863888470459,0.3521102571073285,nan,nan,0,0.0,54.3315503172,75.9401747412,107.793217755,86.4412356534,0,13.524418,12.403,0.023,12.102,0.022,12.065,0.02,AAA,12.081,0.022,AACU,0.0,0.02856145694677443,1.4624625,1.0718599258297512,132.72263104008843,11.742952668429583
879,08505344+1144346,140209002702167,604913952863074688,604913952863074688,other,-1,0,10k_41,lbol,0,5794.2725,75.73051025221083,5952.0,0.05,bay,4.0880275,0.17925399972024866,-0.0048923492,0.05255482909126749,0,-0.017311074,1.1640658,8.434818,2.132967998225064,1.3734938,0.02570270630333337,0.01934870142869377,63.0,0,0.6238973,2.6602998,0.5944301605224609,0.06626804918050766,1.0,0,0.02890472412109446,0.08199914163642356,1.0,0,-0.053932685852050355,0.08253664125286495,1.0,0,0.014222564697266016,0.0295256670641513,1.0,0,0.0581492424011234,0.03880503687625061,1.0,0,-0.04313865661621108,0.040682101850152814,1.0,0,-0.022912235260009517,0.03460709009891717,1.0,0,-0.08951551437377958,0.050611004705374336,1.0,0,-0.012320690155029013,0.045309977710457285,1.0,0,-0.11872688293457045,0.03007430097074982,1.0,0,None,None,0,0,0.035721353067456496,0.034245278778978,23.0,0,-0.11882221221923839,0.06332595502053656,8.0,0,-0.08254068284582806,0.06986369637526847,3.0,0,-0.09933889389038075,0.04153801694548145,1.0,0,None,None,0,0,-0.01372774124145515,0.03897864147772748,1.0,0,0.20826906204223672,0.09077168486196613,8.0,0,0.017552075556099275,0.04487155473250224,3.0,0,-0.033362844051206875,0.03350082508465947,3.0,0,0.02702931658641955,0.04899183478818994,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.1632029273858202,0.06903003252836892,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.15706054687499993,0.05031751109310807,1.0,0,0.1644682693481445,0.1109826080394986,1.0,0,-0.11615623474121106,0.1118929386138916,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.72263259751833,11.742953067623844,1.128449093396626,0.02605111764342524,863.916883693753,844.764864040083,883.940319477881,407.734346256181,34.64863888470459,0.3521102571073285,nan,nan,0,0.0,54.3315503172,75.9401747412,107.793217755,86.4412356534,0,13.524418,12.403,0.023,12.102,0.022,12.065,0.02,AAA,12.081,0.022,AACU,0.0,0.02856145694677443,1.4624625,1.0718599258297512,132.72263104008843,11.742952668429583
880,08510156+1147501,140209002702177,604914777496782720,604914777496782720,other,-1,0,10k_49,lbol,0,5965.059,74.39055982734152,6017.0,0.05,bay,4.0914803,0.18221120652109515,0.011199951,0.050706447115533154,0,0.011091568,1.2330179,6.758915,2.128503428870768,1.5597174,0.01599175457904164,0.025159702235690272,153.0,0,0.62274003,3.5140905,1.387397003173828,0.0500921729278238,1.0,0,-0.15225143432617116,0.07439772481297065,1.0,0,-0.08406307220458942,0.07639113093089141,1.0,0,0.029432716369629297,0.027532094783675916,1.0,0,0.001683139801025746,0.03647761846038387,1.0,0,0.04085334777832017,0.037024282834888025,1.0,0,-0.052462310791015376,0.032369290024775524,1.0,0,0.09132354736328097,0.046997651413027614,1.0,0,0.14195806503295927,0.04168661805424246,1.0,0,0.03298744201660142,0.02737350167106488,1.0,0,None,None,0,0,0.028975451176112017,0.0347477637331099,19.0,0,-0.04433214187622081,0.056534802375823985,8.0,0,nan,nan,nan,32,-0.049061660766601456,0.03792144603172145,1.0,0,None,None,0,0,-0.07661207199096687,0.03599470353406751,1.0,0,0.2925547981262211,0.08079041783801935,8.0,0,-0.08598410501221526,0.044028484372518134,3.0,0,0.02473031907516596,0.03037628186146668,3.0,0,-0.023977609196558926,0.04422812323975678,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.037106449313613586,0.06309403055976293,3.0,0,1.1221674346923827,0.09969486639018219,8.0,0,nan,nan,nan,32,nan,nan,nan,32,0.08495147705078132,0.0463508728909756,1.0,0,0.2407126235961914,0.0999058537813631,1.0,0,-0.08136714935302747,0.09487466514110565,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.75644915437508,11.797266310472788,1.1117795953347291,0.028788556134518802,876.509068233509,854.783830574126,899.345229670879,407.431333975516,33.2168898204956,0.33328452704890227,nan,nan,0,0.0,60.8475865014,84.1319886007,119.36024246,98.7829501952,0,13.578532,12.371,0.022,12.067,0.022,11.991,0.02,AAA,12.006,0.022,AABU,0.0,0.02856145694677443,1.3723165,1.0893162401051621,132.75644759317666,11.797265827789168
