,star_id,sobject_id,dr2_source_id,dr3_source_id,survey_name,field_id,flag_repeat,wg4_field,wg4_pipeline,flag_sp,teff,e_teff,irfm_teff,irfm_ebv,irfm_ebv_ref,logg,e_logg,fe_h,e_fe_h,flag_fe_h,fe_h_atmo,vmic,vbroad,e_vbroad,chi2_sp,alpha_fe,e_alpha_fe,nr_alpha_fe,flag_alpha_fe,flux_a_fe,chi_a_fe,li_fe,e_li_fe,nr_li_fe,flag_li_fe,c_fe,e_c_fe,nr_c_fe,flag_c_fe,o_fe,e_o_fe,nr_o_fe,flag_o_fe,na_fe,e_na_fe,nr_na_fe,flag_na_fe,mg_fe,e_mg_fe,nr_mg_fe,flag_mg_fe,al_fe,e_al_fe,nr_al_fe,flag_al_fe,si_fe,e_si_fe,nr_si_fe,flag_si_fe,k_fe,e_k_fe,nr_k_fe,flag_k_fe,ca_fe,e_ca_fe,nr_ca_fe,flag_ca_fe,sc_fe,e_sc_fe,nr_sc_fe,flag_sc_fe,sc2_fe,e_sc2_fe,nr_sc2_fe,flag_sc2_fe,ti_fe,e_ti_fe,nr_ti_fe,flag_ti_fe,ti2_fe,e_ti2_fe,nr_ti2_fe,flag_ti2_fe,v_fe,e_v_fe,nr_v_fe,flag_v_fe,cr_fe,e_cr_fe,nr_cr_fe,flag_cr_fe,cr2_fe,e_cr2_fe,nr_cr2_fe,flag_cr2_fe,mn_fe,e_mn_fe,nr_mn_fe,flag_mn_fe,co_fe,e_co_fe,nr_co_fe,flag_co_fe,ni_fe,e_ni_fe,nr_ni_fe,flag_ni_fe,cu_fe,e_cu_fe,nr_cu_fe,flag_cu_fe,zn_fe,e_zn_fe,nr_zn_fe,flag_zn_fe,rb_fe,e_rb_fe,nr_rb_fe,flag_rb_fe,sr_fe,e_sr_fe,nr_sr_fe,flag_sr_fe,y_fe,e_y_fe,nr_y_fe,flag_y_fe,zr_fe,e_zr_fe,nr_zr_fe,flag_zr_fe,mo_fe,e_mo_fe,nr_mo_fe,flag_mo_fe,ru_fe,e_ru_fe,nr_ru_fe,flag_ru_fe,ba_fe,e_ba_fe,nr_ba_fe,flag_ba_fe,la_fe,e_la_fe,nr_la_fe,flag_la_fe,ce_fe,e_ce_fe,nr_ce_fe,flag_ce_fe,nd_fe,e_nd_fe,nr_nd_fe,flag_nd_fe,sm_fe,e_sm_fe,nr_sm_fe,flag_sm_fe,eu_fe,e_eu_fe,nr_eu_fe,flag_eu_fe,ra_dr2,dec_dr2,parallax_dr2,parallax_error_dr2,r_est_dr2,r_lo_dr2,r_hi_dr2,r_len_dr2,rv_galah,e_rv_galah,rv_gaia_dr2,e_rv_gaia_dr2,red_flag,ebv,snr_c1_iraf,snr_c2_iraf,snr_c3_iraf,snr_c4_iraf,flag_guess,v_jk,j_m,j_msigcom,h_m,h_msigcom,ks_m,ks_msigcom,ph_qual_tmass,w2mpro,w2mpro_error,ph_qual_wise,a_ks,e_a_ks,bc_ks,ruwe_dr2,ra,dec
394,08504686+1153526,140112002802230,604969168962428672,604969168962428672,other,-1,0,10k_28,lbol,0,5391.014,86.602728607034,5471.0,0.07,bay,4.521634,0.1911648139207253,0.17764902,0.06378530855032792,0,0.100918256,1.0825623,6.564676,2.203588104477136,3.5392947,0.010317624761276773,0.03431970667620216,187.0,0,0.74208885,6.766894,nan,nan,nan,32,nan,nan,nan,32,0.5258579063415532,0.12440083372929567,1.0,0,-0.052691993713378515,0.048918936440772005,1.0,0,0.3706206321716312,0.0668496555586687,1.0,0,-0.16929069519042983,0.06556400311716551,1.0,0,-0.1485807609558103,0.054268761119754455,1.0,0,-0.23372394561767607,0.08072691011247768,1.0,0,nan,nan,nan,32,-0.028608951568603658,0.05131210756672916,1.0,0,None,None,0,0,-0.0830394373497595,0.05916300170489382,23.0,0,-0.1757565689086915,0.11184262484312057,8.0,0,-0.16315006256103537,0.13455435030971663,1.0,0,-0.06012762069702138,0.0711993669276344,1.0,0,None,None,0,0,0.02336303710937493,0.07017995059861112,1.0,0,nan,nan,nan,32,-0.003237228393555114,0.09829019986824664,2.0,0,0.2507587719061041,0.053401231752341245,3.0,0,0.07457745023863291,0.09076459370184312,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.13833745956420884,0.146053589986525,2.0,0,0.6690247917175292,0.14197121681497626,8.0,0,1.3395458030700684,0.12043782412289472,2.0,0,nan,nan,nan,32,nan,nan,nan,32,0.387398738861084,0.16183893382549286,2.0,0,-0.04193867683410657,0.13475505729524234,1.0,1,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,nan,32,132.69524063746303,11.89794873336695,1.1129326678621176,0.03982087567263319,875.549251889232,845.858464830936,907.355125645676,407.33035794826,33.311906309814454,0.39965347177063915,nan,nan,0,0.0,28.8793211459,45.2952494023,83.408721461,83.3554509213,0,15.374658,13.901,0.025,13.461,0.029,13.402,0.035,AAA,13.48,0.032,AAUU,0.0,0.039644422202176344,1.6914902,0.9763742725176914,132.6952390787646,11.897948334774068
395,08504686+1153526,140112002802230,604969168962428672,604969168962428672,other,-1,0,10k_28,lbol,0,5391.014,86.602728607034,5471.0,0.07,bay,4.521634,0.1911648139207253,0.17764902,0.06378530855032792,0,0.100918256,1.0825623,6.564676,2.203588104477136,3.5392947,0.010317624761276773,0.03431970667620216,187.0,0,0.74208885,6.766894,nan,nan,nan,32,nan,nan,nan,32,0.5258579063415532,0.12440083372929567,1.0,0,-0.052691993713378515,0.048918936440772005,1.0,0,0.3706206321716312,0.0668496555586687,1.0,0,-0.16929069519042983,0.06556400311716551,1.0,0,-0.1485807609558103,0.054268761119754455,1.0,0,-0.23372394561767607,0.08072691011247768,1.0,0,nan,nan,nan,32,-0.028608951568603658,0.05131210756672916,1.0,0,None,None,0,0,-0.0830394373497595,0.05916300170489382,23.0,0,-0.1757565689086915,0.11184262484312057,8.0,0,-0.16315006256103537,0.13455435030971663,1.0,0,-0.06012762069702138,0.0711993669276344,1.0,0,None,None,0,0,0.02336303710937493,0.07017995059861112,1.0,0,nan,nan,nan,32,-0.003237228393555114,0.09829019986824664,2.0,0,0.2507587719061041,0.053401231752341245,3.0,0,0.07457745023863291,0.09076459370184312,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.13833745956420884,0.146053589986525,2.0,0,0.6690247917175292,0.14197121681497626,8.0,0,1.3395458030700684,0.12043782412289472,2.0,0,nan,nan,nan,32,nan,nan,nan,32,0.387398738861084,0.16183893382549286,2.0,0,-0.04193867683410657,0.13475505729524234,1.0,1,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,nan,32,132.69524063746303,11.89794873336695,1.1129326678621176,0.03982087567263319,875.549251889232,845.858464830936,907.355125645676,407.33035794826,33.311906309814454,0.39965347177063915,nan,nan,0,0.0,28.8793211459,45.2952494023,83.408721461,83.3554509213,0,15.374658,13.901,0.025,13.461,0.029,13.402,0.035,AAA,13.48,0.032,AAUU,0.0,0.039644422202176344,1.6914902,0.9763742725176914,132.6952390787646,11.897948334774068
396,08504686+1153526,140112002802230,604969168962428672,604969168962428672,other,-1,0,10k_28,lbol,0,5391.014,86.602728607034,5471.0,0.07,bay,4.521634,0.1911648139207253,0.17764902,0.06378530855032792,0,0.100918256,1.0825623,6.564676,2.203588104477136,3.5392947,0.010317624761276773,0.03431970667620216,187.0,0,0.74208885,6.766894,nan,nan,nan,32,nan,nan,nan,32,0.5258579063415532,0.12440083372929567,1.0,0,-0.052691993713378515,0.048918936440772005,1.0,0,0.3706206321716312,0.0668496555586687,1.0,0,-0.16929069519042983,0.06556400311716551,1.0,0,-0.1485807609558103,0.054268761119754455,1.0,0,-0.23372394561767607,0.08072691011247768,1.0,0,nan,nan,nan,32,-0.028608951568603658,0.05131210756672916,1.0,0,None,None,0,0,-0.0830394373497595,0.05916300170489382,23.0,0,-0.1757565689086915,0.11184262484312057,8.0,0,-0.16315006256103537,0.13455435030971663,1.0,0,-0.06012762069702138,0.0711993669276344,1.0,0,None,None,0,0,0.02336303710937493,0.07017995059861112,1.0,0,nan,nan,nan,32,-0.003237228393555114,0.09829019986824664,2.0,0,0.2507587719061041,0.053401231752341245,3.0,0,0.07457745023863291,0.09076459370184312,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.13833745956420884,0.146053589986525,2.0,0,0.6690247917175292,0.14197121681497626,8.0,0,1.3395458030700684,0.12043782412289472,2.0,0,nan,nan,nan,32,nan,nan,nan,32,0.387398738861084,0.16183893382549286,2.0,0,-0.04193867683410657,0.13475505729524234,1.0,1,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,nan,32,132.69524063746303,11.89794873336695,1.1129326678621176,0.03982087567263319,875.549251889232,845.858464830936,907.355125645676,407.33035794826,33.311906309814454,0.39965347177063915,nan,nan,0,0.0,28.8793211459,45.2952494023,83.408721461,83.3554509213,0,15.374658,13.901,0.025,13.461,0.029,13.402,0.035,AAA,13.48,0.032,AAUU,0.0,0.039644422202176344,1.6914902,0.9763742725176914,132.6952390787646,11.897948334774068
397,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
398,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
399,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
400,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
401,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
402,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
403,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
404,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
405,08504685+1152578,140112002802236,604963087288739584,604963087288739584,other,-1,0,10k_30,lbol,0,5827.992,75.96513173933111,5402.0,0.07,bay,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,0.3435169,1.1758308,10.678515,2.142748962079378,7.999147,0.06333626294609222,0.022049297013436782,443.0,0,0.64934725,16.546986,nan,nan,nan,32,-0.2389571189880364,0.09648625598708642,1.0,0,-0.2677288246154781,0.09595206302203231,1.0,0,-0.1795831298828121,0.03471853155655636,1.0,0,0.07832326889038121,0.045526765385397884,1.0,0,-0.07960334777832045,0.04866119396436938,1.0,0,-0.2071611595153806,0.04015276890990288,1.0,0,-0.38959009170532255,0.05933556446419731,1.0,0,nan,nan,nan,32,-0.011325511932373189,0.03640997138366665,1.0,0,None,None,0,0,0.189088725747663,0.03667245707768549,51.0,0,-0.1505921497599217,0.053558295444304606,3.0,0,0.22144580841064432,0.10110620118325027,2.0,0,0.0916472625732423,0.05020104862860431,1.0,0,None,None,0,0,-0.019812183380127024,0.04702849300207881,1.0,0,0.5080150902836502,0.0593720166093382,12.0,0,0.027896900177001527,0.07053340870379,2.0,0,0.19976223189468756,0.039705027670261725,3.0,0,0.035075060498626215,0.060783356530165755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.21203602962151635,0.08363518184821636,3.0,0,0.4804144096374512,0.10974691420732673,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.6998392295837403,0.1425701230764389,4.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,nan,32,132.69520354201777,11.88272609980641,1.2385838682108836,0.0347247139277317,788.939962456598,767.753103374972,811.305660078963,407.380160136924,33.42387344329834,0.3695240525902887,nan,nan,0,0.0,40.0097769548,62.8854975656,110.641138621,109.795367894,0,15.030855,13.375,0.023,12.883,0.024,12.803,0.025,AAA,12.856,0.027,AACU,0.0,0.03316255172886026,1.456647,1.0059459745860768,132.69520199935351,11.882725756405424
